Index,Likes,Comment
831,0,"Very well discussed, but it’s Indias insecurity to keep porous border ! I’m from Malaysia & why the country is peaceful though they have kits & kins in Thailand, Laos, Cambodia etc; THERE EXTREMELY STRONG NON-POROUS BORDER! They can’t just loiter around each others states like the good olden days ( at present insurgencies to coup any Govt is on International level ) supported by Drug Mafias"
832,0,Why many countries feel the threat from enemies & pile up ARMAMENTS ! It’s like our white blood cells protecting our body from pathogens! But we naively increase exposures to all kinds of evils taking false benevolence ! Who need such love 🤮🤮🤮
833,0,"What is Manipur 
What are the Real issues of Manipur
These Real Issues are not good for the entire Nation

Poppy Plantation
Influx of Illegal  Chin Kuki Immigrants from  Myanmar 
Why are these people against the crackdown on Poppy Plantation 
Why are these people against NRC

Manipur shares an international border with Myanmar
We are aware  about the happenings in Chin Land Myanmar 

Drugs and Influx of Illegal Chin Kuki Immigrants from Myanmar not good for the entire Nation
ST is just a cover up of these Real Issues 

Please highlight the need for abrogation of SoO with Kuki militants 
Why are armed Kuki militants killing innocent people 
Please highlight the need for implementation of NRC in Manipuri 

The Imphal Valley is Home to Different Communities Not Only The Meiteis 

Manipur is a Hill State

If we do what we must do then Peace and Harmony will prevail 
Please 
A clear understanding of the history of Manipur is very much required and its real issues 

Narco Terrorism
Drugs and Arms are closely connected 

Truth will Prevail
Manipur will Prevail 
Long live Manipur 
Long live India 
Satyameva Jayate"
834,0,"Drugs is just an excuse to paint the kukis... The data says otherwise. Latest data caught with drugs Meetei - 300 , tribals - 700(kuki&Naga) and Muslim - 1000 .  So at the end of day everyone is involve and govt must take action to stop this drug business but not used it as an excuse to cleanse one particular community ."
835,0,"Now we want is that center govt pls take out all the centre force ,we will fight with  manipur govt , by spreading fake news our bloods is pressure 😠😠😠 ,tq sister"
836,0,Half-truth  is playing on manipur media
837,0,"hello Mem it's not ST Demand violence , This is the violence of the poppy plantation ."
838,0,MEITEI'S are already in ST Category but due to some political leaders who assume himself that they are ARAYANS Remove Our ST status and we MEITEI demand for RESTORATION of Our ST status it's not a new demand... KANGLEIPAK ( MANIPUR ) have different story first of all every one must know  Our Manipuri HISTORY and Comment later
839,0,"I don't think they protecting hills anyway, they are burning forest offices and illigal Cultivation of Many illegal things"
840,0,Hahaha 😂😂😂 so-called penis' balls😂 for another 30yrs apply burnoil you your ass mouth 😀
841,0,Only solutions seperate Administration
842,0,Kuki vandalised more than 100 years old hindu temples in manipur
843,1,"Govt: No to poppy cultivation 
Kuki: Govt is anti-kuki

Govt: No to illegal immigration 
Kuki: Govt is anti-kuki 

Govt: No to Forest encroachment 
Kuki: Govt is anti-kuki 

Govt:
Kuki: Separate administration"
844,0,"For your kind information it's fifty/ fifty about the population, secondly 90% of the land are inhabitat by the hilly people,  thirdly it is not the feelings of the hill people but it is the fact, that 70 to 80 % funds are utilised by the valley people, fourthly valley people are under obc, general, and general category how comes they suddenly demand for the ST quota, are all the quotas are meant for the Meiteis or what , shame on you, you should not mention about Naga tribe, the issues are kukis and Meiteis being an Assamese you should know about the current issues, if  the issues are really The Tribal and the Meiteis, then the Meiteis will be completely wiped out from manipur if Nagas are fighting with the Meiteis, bias information,"
845,0,"No measures are taken, only propaganda by the Meiteis, led by cm namai mathu  biren singh, you Assamese are sold out to Bengalis and muslim as you cannot do anything in your own Assam,"
846,0,"The real violence started with government led by manipuri guy namai mathu biren singh annexed the tribal forest, poppy cultivation and chin migrant are just a cover up, as we Nagas knows the truth, why don't you invite Naga speakers and leaders as the will speak the truth about the violence, secondly why don't you ask or question to those student from Arunachal, Meghalaya, Nagaland, etc about the violence as they will tell the truth, Meiteis were angry when peoples March were going on they branded kukis as terrorist as some clipping were distorted when people saw ak 47 were seen,"
847,1,"All the arms and ammunitions from the police armoury were taken out (stolen) by the manipuri Meiteis, why are you not mentioning, if AK 47 were branded why the people from the valley stole the police and and ammunition, how comes the manipuri meitei biren singh asking and begging the Meiteis to return the arms and ammunition to return and why he said no action will be taken if you return the stolen arms, they should be arrested and be taken to tihar jail, as many kukis were killed by manipuris and were raided their village with the help of police, no foreign or outsiders are involved, shame on you, we Nagas knows very well that you will be diverting the issues, by pointing foreign elements like Chinese in any tribal region excluding Assam, tripura, Sikkim, he rest five States where issues will be always Chinese ,"
848,0,"Yes your right, Manipur is a valley,surrounded by hills.A very small partial of land."
849,0,"Unless a case has been filed in high court for reservation,  high court does not give its verdict.   Secondly when there were disturbances why both center and state were sent all these days.  It may be any party, it shows let the voters (indians) go to hell, we the representatives are comfortable.  Border issues centre sleeping and no talks, no solutions but elections, foreign tours. Inaugurations were more important.  WHAT DOES IT SHOW."
850,0,Her’s analysis and explanation is perfect and unbiased ❤️
851,0,Manipur is still burning due to BJP's incompetent
852,0,"Godra kand happened in 2002,when modi was cm of gujarat and gadar movie was released before that in 2001,now he became pm,kerela files and kashmir files released before elections,i think Bollywood has also some connections with rss bjp.divide and rule policy of bjp"
853,0,Church demolition is an incorrect information before the crashes. The MLA was assaulted after the Kuki people started killing meitei civilians at hill areas. You didn't mention the information. Armed forces are more active at valley than the hills because Kukis are having powerful arms which even indian defence forces don't.
854,0,Thank you for giving the usefull knowledge to the people of India.
855,0,"I didn't expect this from you bhakt Banerjee, you should have find more people to know the ground reality....but thanks for taking up this issue .I only had access to internet today only"
856,0,"Mizo prioritize their kind as refugees. Clear sense of empathy and sympathy. But if Indja prioritises hindus, sikhs and ljke as refugess from neighbouring countries...uproar?"
857,1,"I am from Manipur and the things that is happening here reminds me of The film"" kashmir file"" where terrorist kill unarmed civilians and the govt. Did nothing to help them... The same case has been happening here where the kuki terrorist (most of them from Myanmar) kill unarmed civilians of meitei.. Please don't trust everything  they say on social media.. They have been acting like they are the  victim.. The  reality is they are killing unarmed civilians and burning their house"
858,0,"Plz tell us what these militants on on Soo have done to the civilian. 
Why dont you say anything when these militants have fired their automatic rilfes on civilians 
Don’t be biased plz 🙏🙏🙏"
859,0,You are right that there was no violence for the last few years but after Mathis govt came into power they have worked to destroy the kukkis even if they have bjp supported. This is a cheat and deceit
860,0,Eradication of one Religious people by another religious group
861,0,I blame the court. The court knew the outcome of the order.
862,0,Markets of hatred spread in Manipur now. Can we have shops of brotherhood opened in every Manipuri soul..
863,0,Lecturing is fine ....mates....come and stay for an year in Manipur...then we will listen to the crap....cheers
864,0,Still Manipur Issue Is No Solve Yet Daily Firing And Burning Of House Continues
865,0,"Even from the beginning it's completely and utterly without thorough study, the clash is between meitei civilians in the foothills and myanamarese kuki militants supported by Chinese to destabilize the Northeast. ""Kuki""  doesn't include all tribals. There are nagas, kabuis and 30 other tribes living peacefully with the meiteis in the valley."
866,0,"The violence was started to create an image of enimity between Meitei and Kuki, hence the need for segregation and separate administration. A greed of a few to get more access to more central funding and grants resulted in the deaths of many civilians. Meitei doesn't stand to gain anything from it besides notoriety(mostly from false propaganda), lost of lives and property. Kukis has their long time demand and they intend to get it through bloodshed."
867,1,Meetie n Kukis Nage we have no rivalries..may be some dissatisfaction but nothing else . All the violence is not responsible by my Kuki bros nor my Meeteis bros .but bet aware...kuki bros those whome u think is ur friends are not what u think ...let's live in peace as always ..
868,1,My wife is a Christian n m a Hindu we face no problem...then why this
869,0,Well informative interview. The violence is happened from both side and we should not support it. But blaming each community is just stupid thing and never ending story.
870,0,"I understand your concerns about the situation. The issue of narco-terrorism and illegal drug trafficking is a serious concern, and it is important that steps are taken to address this problem.

In addition, the issue of illegal immigration and naturalization of immigrants is also a concern that needs to be addressed. It is important to ensure that the proper measures are in place to prevent illegal immigration, and that those who are already naturalized are following the laws of the country.

Regarding the armed terrorists with sophisticated weapons, it is important for the appropriate authorities to investigate and take action against those responsible for these acts of violence. This is both a matter of national security and a responsibility to protect the innocent civilians who are affected by such violence.

It is a complex issue that requires cooperation and efforts from various government agencies, as well as the cooperation of the local community. I hope that steps will be taken to address these issues and promote peace and security in the affected areas."
871,0,"the myanmar military coup card is not that a humungous issues as played out by the meiteis, of course there were refugees sheltering but it was only in 100s and not even in 1000s as the Manipur Govt was unwelcoming. And the world acknowledges the Myanmar military coup, the refugees were legally a guest and foreigners, a well established govt like Manipur govt (who has a good ties with the Modi govt) need not feel insecure to the point of violence and could have handled that situation wisely. These are just political cards played out by the Biren Govt to execute his plan of wiping out the KUKis in Manipur."
872,0,If BJP led Union govt is not able to restore peace and bring law & order in a small state like Manipur. This shows the incapability of Union Govt…..Its better that PM Modi step down from his post.
873,0,Basically it's state government plus the state sponsored radicals versus the Kuki communities. Remember what happen in Germany during the times of Hitler
874,0,Before saying! You have eyes withness. Mem blind talking is that not be right. Please go and checking on ground. After that what is realy or wrong. This is my opinion and any Medea person.
875,0,She does understand tribals
876,0,"What is this, umm umm umm? Can't figure it out. She might know Hindi, but needs to practice English speaking"
877,0,The main fact is that northeast developed very well under bjp 💎
878,0,"0:37 Its not ""mae-tae"" fool! its ""mei-tei"" just like ""wai-wai"" jut replace the ""A"" with ""E""."
879,0,A journalist from Manipur  would  have known better .. I’m assuming 🥸.
880,0,"Lets all not forget manipur  has a porous  border and  immigrants  from across myanmar come to settle in manipur.. Satellite images shows so many kuki villages cropping up in a very short time .. The common innocent kuki friends may not even know this..educated elite are part of this. How can they allow people from across the border to come into manipur and become scheduled tribes by defaut. The original ctizens are getting deprived of resources because of this.. M not saying all kukis are immigrants.. But this is a cause for concern.. And the demand for a seperate kukiland was fored long ago.. May 3rd was the trigger.. The mainland indians should take it as a threat to national security if they are concerned about the north east.. Coz its not only about manipur.. Its about the other north east states too.. We may become extinct in the next few decades if seperate asministration is given.. If NRC is not given, atleast we can start a SRC or state registry of citizens to protect the indigineous  people... ."
881,1,In all this dispute I think people should understand the situation and Stop burning houses of each other... because..most of the sufferers are innocents from both community...
882,0,So shallow knowledge abt the issue 🤦🏻‍♂️
883,0,Thank you deshbhakt
884,0,Keep up the good work
885,1,19:12
886,0,"she was wrong about eviction drive, people dont just live in protected area but they also cultivate poppy plants and sell drugs, poppy plants were destroyed... this is in list of main reasons of the conflict"
887,0,Hai Aakash you you complaint in the last snl that this episode is not being watched as much as the other episodes. But I would like to request you to make another episode summarising this conversation which can explain Manipur dispute in a summarised manor.
888,0,"Akash, please make a revisit video."
889,0,get that cm out of there
890,0,this woman is playing safe and probably biased. maybe she herself is meitei.
891,0,"Mizoram feels like a mini north india. I think the bjp government is experimenting there first before implementing nrc,etc. In the whole of india."
892,0,"While this is a level-headed dialogue, there are several points that need to be taken into account not simply as umbrella events of Northeast but specifically of Manipur as a Sixth Schedule tribal area and repercussions of such constituonal statutes. Perhaps involving  community members and academic experts on discussions over this issue of land rights in plains tribal areas and hill tribal areas will make the discussion more relevant rather than a compilation of facts based on secondary sources. Wishing the best and praying for peace."
893,0,UCC NRC and CAA will clear this All types of clashes between indians. JAY HIND🇮🇳
894,0,Does this sister not know Hindi????
895,0,Where is democracy or transparency no where in bjp
896,0,These kukis are outsiders. And playing victim card. They are majority Christians. Disturbing national integrity. If u kuki want justice go back from where u came and demand justice... Here not in INDIA
897,0,NE.
898,0,Its a big conspiracy the ruling govt played it very well and it is known for such riots . they know how to do riots.  The sufferings will be both kukis and meithis as well as indian army they will remain the victims.  At the end of the day any how govt will come n ensure peace though not done. For 2 months at present. This is a dictatorship not a democracy.  U cant c this going on for 2 months in democracy.
899,0,"You have half the knowledge or rather very little,why do you pose as, if you know everything.
Don't give your imagination and spread misinformation."
900,0,We should be shameful to be an indian
901,0,Drama queen👑
902,0,Im so sorry girls. Godbless you guys hang in there
903,0,Never ending of women violence in that country India man...whats their gov doin? Bangin ballz for sure
904,0,F....... Country unsafe for women.
905,0,We also have sympathy for you.🇧🇩🇧🇩BD
906,1,"Guys today  i am saying with full confidence that india is no more safe for women 😢😔😑😑 how much we have to tolerate yrr...( nirbhaya,dr.priyanka,ankita bhandari, delhi cases..,west bengal, that reception girl in dam, and many more 😑😢😔,...and justice is not served till jow,, i have no words to explain here😑🙁 that's why Indians are leaving India for better life and this is the last option..."
907,0,Resveration main reason
908,0,It hurts my heart that things like these are happening in a supposed DEMOCRATIC country.
909,0,Rapists should be cut into pieces😡😡😡😡😡😡😡😡😡😡😡
910,0,I feel very hurt as a woman 💔
911,0,😑😑
912,0,"Shame on indian media and journalist hundreds and hundreds of  channels in TV s  but no media channel one has guts to show fact their     hats off & thanks  atleast for  some brave media channels     .  I am a  fan of our prime minister and I always feel proud of him but in this  acpect.  I am totally totally disappointed. He has every thing in his hands but he is doing  Notting ,,😭"
913,0,Shame on modi and godi media
914,0,What our PM was doing all these days from the start of the manipur issue.. First he should be put under questioning
915,0,Kashmir crying😂😂😂Burkha
916,0,"Drug dealer community with crocodile tears. Keep it up. Soon your arakan brothers will be punished in myanmar and bangladesh. And you bloody drug nexus will be busted. Put as much holy facade you want, your sins will take you to hell."
917,0,Atrocities on SC/ST women is increasing under BJP modi government.
918,0,"No Madam
This video's are required to shake PPL into the reality of ethnic violence and every riot of our violent country"
919,0,"Ask ur CM to resign. He is an actor, acting even now."
920,0,india customs are like this they do this for generations they have learnt from their books and also why they have made genitals statues as gods to worship so then what are they teaching hindus
921,0,Womens it's time to start our own Mahabharata .we have to stand for our sisters as no lord Krishna is going to help us this time 😢
922,1,Barkha ji is an expert in earning money by walking on dead bodies. Their cunningness and deceit were clearly revealed in the Radia tapes. Barkha ji should shed one tear for thousands of Hindu women like Shraddha and Sakshi - he will get piles due to so much hatred towards Hindus.
923,0,We with both her .we stand for them
924,0,Where is modi
925,0,Beeja  party's Leader is darpok ...let's remove corrupt beeja in 2024 🎉🎉
926,0,WHAT HAPPEN WITH THE POLICE !!!!! SHAMEFUL !!!! SHAME ON YOU INDIA TO DO NOTHING !!!! DISGRACE
927,0,Shame shame shame Indian minister shame prime minister shame sorry sister sorry Indian very all people all people
928,0,Stop acting
929,0,Bjp has always tried to play games right back when in 2002 modi kept quiet when riots started and now biren singh is exactly doing same thing...god knows why people foolishly vote for someone who has a record of doing violence...
930,0,https://youtube.com/shorts/EoSeRs4V9Pc?feature=share
931,0,"So Sad and So Sad,where ist Indian Govt?"
932,0,"It is sad
Perhaps this is not the India's moment dear Barkha
BJP should stop basking in glory and Indian people should also wake up to reality on how India is transforming"
933,1,"These people are extremists and are using modern weapons.  burning their houses.  Who is supporting them?  These people are a threat to their loved ones today, maybe tomorrow they can be a threat to the country as well.  The only solution is to eliminate this ideology from the root.  In this both the communities are responsible.  They will have to work together to find a solution for this.  It will not end with violence.  Rather this will spoil the future of thousands of innocent people.."
934,0,"""When an individual or a group raises their concerns openly, it becomes a matter that affects the entire community. It's puzzling to see that other nations are not engaging in this issue, especially when their own government has failed their citizens significantly. India has projected itself as a nation that exhibits bullying, intimidation, and disregard for women's rights, which is difficult to comprehend, considering it is often referred to as a country that is respected and likened to a mother. The incidents of rape and molestation within the country reflect poorly on its culture. It is disheartening to witness a situation where some men resort to mistreating women to prove their masculinity."" Rebecca Chandran - Melbourne Australia"
935,0,"In fact, only such women should be elected as Rajya Sabha MPs and Lok Sabha MPs who can put other issues facing women on the table of the Parliament. If there is humanity in any party, their respect should be restored and the criminals should be given harsher punishment than hanging."
936,0,😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢
937,1,🫂🌎🫂
938,0,Why is all this happening? Doesn't the government have enough power to control it?
939,0,"Today, speak up for Jyoti Mourya and Sheema. Put efforts into a campaign so that they get justice. Wake up, as this can happen to anyone. If we remain silent on this, ..."
940,0,😢😢
941,0,Shameful act
942,0,Give justice to manipur women
943,0,Nice acting kuki madam 👍keep it up you can be an actor in war movies
944,0,This is beyond REPREHENSIBLE beyond acceptable
945,0,"On 3rd may as per medical report there are 9 Meitei women including a nurse were rape in CHURACHANDPUR by KUKI mob. All the houses of Meitei community were completely burn down . No house were left in CHURACHANDPUR. It is totally ethnic cleansing. How dare they can do in a secular county . It is just like ethnic cleansing of Kashmir Pandit which happen in 1993.
This is bcos of Burmese immigrants, who fled Myanmar when Burmese army bomb."
946,0,Dramebaz  they only think themselves as human for them others are just expendable. Kya drama hein
947,0,Drama
948,0,"Where is humanity...people are becoming animals.....what the government is doing...shame, shame..."
949,0,😢😢
950,0,God bless you and your family
951,0,Prime Minister Modi is fuelling hatred towards Christians and Muslims. It is part of the BJP agenda. The world has to speak up.
952,0,Woman's is not like android/iphone that we can reset back to factory setting. They endure perpetual agony till they end up in grave.
953,0,Being a women it's unbearable...
954,0,We are with u God punish them and i respect that gals
955,0,Barkha do something for this womens our humbly reguest to u save thier life save them with the politics
956,0,"MODI JI,  You have lost all your respect! What a horrific PM doesnt even want to talk anything on this issue. 😡"
957,0,"I couldn't stop crying  while I was watching this video,. It's a shameful act to our whole humanity😭😭😭😭😭"
958,0,"Humanity dies congratulations, your culture and religion win"
959,0,In sb logo ko killed kr k trees s hang krdein aur video pore world ko dkhai take ainda koi n kre per BJP ki government h isme Hindus ko sb krne ki azadi h
960,2,STOP CRYING CANNOT HEAR WHAT YOUR TRYING TO SAY.
961,0,Ya Allah.. what kind of human is still alive like that in this world..the country's society is very disrespectful.. very shamed society special in that city's unbelievable society .. it hurt me to see and listen to this kind of story about other sisters treated like that by the society .. I am tears
962,0,It is always the vulnerable who gets squashed in such events. I can't begin to imagine what the women have gone through
963,0,Barkga is Pakistan agent
964,0,😢
965,1,"No where is safe for Women lives in INDIA . Such a Shameful & Gruesome incident happening  all over the India …Women  are facing Gruesome Murdered after Brutally Rape  Happening every day & Every parts of India , This all Because of Lousy laws  Corrupted Government . My Heart is Broken because of these things Happening with Women in INDIA every parts of INDIA by INDIAN PARVERT  MONSTERS . Nothing Good Gonna happen now . I feel shame Born in India & feel Lucky that I don’t live in India any more . SHAME ON YOU MODI GOVERNMENT/POLITICIAN MONSTERS 👹 & HEART LESS CORRUPTED LAW ENFORCERS …!! Oh God . RAM KE DESH RAVAN KA BASERA ..GOD PLEASE PROTECT WOMEN IN INDIA IF YOU REALLY EXIST 😭😭😭😭😭😡😡😡😡"
966,0,Those  BJP goones going to kill those girls.  They should be removed from their homes
967,0,Shameful India
968,0,They'll simply wind-up the horrific situation coz they are not their voters
969,0,Very sad
970,0,"The only think I am sorry is about the fake tears of Barkha .... For many years we bought her aide pf thw narrative...she is a curse and a liability to thw Indian society...hope her parents are ashamed of the evil they produced... She will never talk about Rajasthan , Bengal, Kashmir ...bloody opportunist... U wished you would have first enlightened about the history of dog eating , drug smuggling  Kukis. Of Myanmar origin..."
971,0,Country on destruction.. politics
972,0,"This is very shameful for the country! After this how will you give justice to girls. Even if u hang the culprits ,will these girls get the  justice? Will Manipur can get justice?  And even if they get so what is the surety that incidents like these won't happen again in future?"
973,0,See no kuki zou and any trebal tribesmen ever rape believe me our blood has no affection for rape case Goshh pangal meitei are enjoying to do rape God! please show with your power to this world of ours life Jesus Christ name I pray Amen
974,0,Petition to try Biren Singh in international court of justice for crimes against humanity
975,1,One sided imterview find out the truth of accident at churchandpur on 3 may.fully currupted news chennel
976,0,"Justice for Manipur
We all pray for Manipur..."
977,0,"Modi BJP busy with building space programs, bashing China, visiting countries to promote BJP India & selling weapons to the world... No time for Manipur."
978,0,"where are desh ke jawaan and police ,the goons"
979,0,"Capital punishment should be given to  those culprit.Dear pm,mi not from manipur but as a human and citizen of India."
980,0,India is not a safe place for women... Rape cases are increasing rapidly every year...
981,0,"Small things like this keep happening in big countries! Just hold Pakistan or Bangladesh responsible for this horror, the work will be done.🤣😎"
982,1,Please save Kuki I am form Myanmar I am coming india for manipur
983,0,"Why Indians security forces don’t shooting such a criminals? because India is westerns slaves Indian bureaucrats and politicians gets lots of money to create religious wars and societies, rights debates"
984,1,"Missionary plans success …

Local origin RIP in India ..


Hindu hona hi pap hai hindustan may ….



Oscar level acting by burkha Dutt"
985,0,Thz crazy woman 😂 where is her husband
986,0,Those Modi’s BJP goones going to kill them unless court placed them some protective place.
987,0,"They are not crying, Bharat is crying 😭 what the hell is government doing"
988,0,bjp forever !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! modi deserves to be god no matter !!!!!!!!!!!!!!!!!!!!!!!!!! what!!!!!!!!!!!!!!!!
989,0,🥵
990,2,"Manipur incidents : IRs say 👇
Two tribes issues ( kukis, & meities).
Reservations issue.
Wrong Rules of previous Govts (meities not to purchase lands on hills in kukis areas). 
Some internal issue including reservation,etc .
Its a riot between two Tribes since long time. Now highlited & known to all public .
Outside ter , Crls,etc hand is also suspected. CBI,etc  enq is going on to know the Facts & fr n/a on Crls."
991,0,Just imagine our pm visiting another country for peace talks & the other pm having all these in his minds.
992,0,Strict action should be taken. Why our CM is not taking any action against this..  I pray God should comfort those girls and their family..
993,0,Good luck glady I am so proud of u
994,1,What a good artist she is?
995,0,"Chinthibi,its action n reaction"
996,1,Its confirmed that kukis can buy channel
997,0,"The country where people are manipulated based on their religion, what do you think about everyone behaving like humans there? First, teach your people about law and a strict system, whether the wrongdoer belongs to any religion, they should fear that the country's law is very strict, and if they commit a crime, they will face severe consequences. Then see how people reform, whether it's India, Pakistan, or any other country. Those who play politics in the name of religion should be given a clear message to shut up; we will not allow anyone who engages in religious politics to get our vote. Believe me, on that day, many crimes will come to an end."
998,0,Wtf three women
999,0,I condemned the act but this lady's crocodile tear is so cringe ... She is the most shameless women in this universe .... Demanding land in the state that they came as refugees is too much ... Big demand with Little brain .... Better know your place.... And this one sided media of Mojo ... Shame on you ... Now truth is revealed for every act ... Many meitei women had been raped by the kukis .... But there is no video ... And what kukis are claiming is how can it be proved without videos... Hahaha... Does being raped need to be showed with videos.... Lastly I will disclosed what was the real incident.... That two lady were never raped and they themselves clarified it too... It was an retaliatory act by the meities to the treacherous crime committed by the Kukis .....
1000,0,"The rest is fine... don't create divisions between Hindus and Muslims, my friend"
1001,3,"Do you guys have anything other than dividing people into Hindus, Muslims, Christians.."
1002,3,"Hindu Meitei have paraded the girls of Kuki community naked, such a shameful situation, shame on BJP😢"
1003,2,You're Biggest Gobarbhakt 😂😆
1004,1,1st - Since when did Tribal become Hindu?😆😆🤣..
1005,3,He is a secret agent of RSS😂😂
1006,0,Superb video 🎥👏
1007,0,I have become your fan brother❤🔥
1008,0,This video should be sent to everyone. This is important.
1009,0,"Make it Hindu again!!
Its time we take back our country, Its real name is Hindu Staan for a reason!!
Anyone who does not respect our faith or culture should leave by force if neccessary."
1010,0,"I want to say words! 😅 Hey brother, this is the limit of brokerage. Hahahahaha! 😁 Nice try though… Efforts have been put in wise explanation. 👍🏻 But the incident of Naked Assault, Sexual Attack & Rape was missed. So convenient, haan? This is A-Level Propaganda my friend, yours. Maan Gaya… Namo, Namo!🙏🏻"
1011,0,"Bhai...after 2 months of your video. So muc truth has come against all the bullshit you just spoke. Easily made it into a Christian Hindu issue...as if they were not Christianized these things wouldn't have happened. Thing is, tribals in these areas have been long into war far before any Christianity. 

And now we know how the majority population u support ended up raping women and making them parade nakedly over the streets."
1012,1,"JAWAHARLAL NEHRU is responsible for what's happening now in MANIPUR, only BRAINLESS people bring these type of LAND LAWS in INDIA, from last 50 years SCAMGRESS has lot of like these BRAINLESS LEADERS in their SCAMS PARTY!"
1013,2,"Britishers, missionaries mainly divided & exploited the Manipuri communities for their selfish purposes ."
1014,3,Maturity when you realise most of the India's problem is due to the peaceful community of india. 😂
1015,1,53+45+8=106%?????
1016,2,Another biased Youtuber 😂
1017,1,"Drug is one most reason of manipur burning, last few years poppy cultivation this government trying to reduce, those converted community""s main economy was supplying drug to their montor,
Due to poppy cultivation natural trees were being destroyed, a major Manipur people were against it.
Here afganistan also this year decreased poppy cultivation they started wheat cultivation
World wide drug supply reduced.....who is in problem???? They are burning manipur, no hold on afganistan now...... normal non converted manipuries must leave entire manipur for those converted ones for their drug economy"
1018,1,🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 we proud Manipuri
1019,2,U don't. Understand 🤬🤬🤬
1020,0,"You godhi media spreading misinformation. Its not a religious war yet more than 200 churches were burned and not a single temple was destroyed. I hope u andhbhakt saw the recent news i wonder how will ur defend the action of meitei people. Stop spreading misinformation we thee
 people from North East will never fall for ur bullshits."
1021,0,Population control pata nhi kab karege
1022,0,I support NRC in Manipur
1023,1,We can see great culture of maithis who give respect to women by removing ther cloths and make them parade
1024,0,"Hey donkey, there is military, there is police, everyone is there, still Manipur is burning, everyone is there."
1025,0,"Hey donkey, there is military, there is police, everyone is there, still Manipur is burning, everyone is there."
1026,2,Where the hell is the Prime Minister getting us killed
1027,3,Fully one sided. Shame on u
1028,2,BJP has nothing to do with the people of the country. Godi media is engaged in saving BJP. Blind devotees of Godi people are engaged in saving BJP.
1029,0,Ok agreeing on protecting the tribe nd religion but it doesn't mean u should burn house nd rape women..
1030,1,"All of this is visible, but why isn't the video showing the Meitei guy who allegedly paraded two girls naked? No video has come out yet. Are you feeling ashamed? 🤬"
1031,0,NRC should come in power at the earliest to identify the permanent residence and illegal occupancy
1032,0,Congress party should be eradicated from this Nation.. They are culprit for all illegal issues in this Nation..
1033,0,Manipur should be Hindu state and other religion can live if they want maintaining Indian culture
1034,1,Bhai wt a solution🤣 hindu sud b majority in all state...ths kind of words cn bring more damage n riots
1035,0,Thn du u suppprt bengalis hindu refugees cme n took over indigenous tribe ?? Will u support indigenous people
1036,0,❤
1037,0,M saport ❤❤❤❤
1038,0,Absolutely correct analysis.
1039,2,Let all devout Hindus unite for the security of our country. ❗️🔱🔱🔱🔱🔱🔆🔆🔆❗️🚩🚩🚩🚩🚩🚩🚩‼️🔆🔅🔆
1040,0,Let all devout Hindus unite for the security of our country. ❗️🔱🔱🔱🔱🔱🔆🔆🔆❗️🚩🚩🚩🚩🚩🚩🚩‼️🔆🔅🔆
1041,0,Let all devout Hindus unite for the security of our country. ❗️🔱🔱🔱🔱🔱🔆🔆🔆❗️🚩🚩🚩🚩🚩🚩🚩‼️🔆🔅🔆
1042,0,"Instead of fighting Muslims and Christians, we should fight with our wives because they don't give birth to more than 1 or  2 children.  If  5 to 10 children are born by Muslims and Christians women , then their religion will must be grown."
1043,2,"Ok so ur saying that what methis did with the girls was right to make there girls that , if it happened in ur own house also u will be saying history like that , and I think u have been one sided 100 percent in this video , u havent mentioned that there were many churches fired and many prayer meeting were attacked methis . Who will mention that my dear brother . What if other country people make our Hindus people run out from there? But u have never heard like that right ?"
1044,15,One of the best videos I have ever seen about the real history of Manipur. Thanks sharma ji for enlightening us.
1045,2,"Rightly said brother, we are supporting Hindus from all sides, we support maities Hindus🚩"
1046,0,"There is no religion in the world except Sanamahism/Traditional Meitei faith that has a God dedicated to polo sports. Ancient Meitei God Marjing is worshipped as the God of polo sports and horses. Mythologically, He invented the game of polo (Modern Meitei: Sagol Kangjei, Ancient Meitei: Sakol Kangchei) and brought up the population of the Meitei horses (Manipuri ponies). Meitei players of polo in Manipur worship God Marjing before and after any polo match. The world's oldest Polo Ground is the Imphal Polo Ground of Imphal, Manipur,"
1047,0,"Don't bring the color of Hindu and Christian in Manipur, come and see the reality."
1048,0,Give the hills to the Meiteis and give Imphal to the Kukis
1049,0,My brother started crying after hearing this
1050,0,Deploy Indian army and apply NRC and stop illegal immigrants. And give majority of rights to Hindu community
1051,0,thank you for good video
1052,0,"Congress never thought of writing India. Hindus have always been targeted. The story of Manipur is not of today, it has been burnt many times before, fought many times, killed many, raped many times, on the basis of which all the decisions of Congress have been made. He is the biggest rebel party of India. My mother is a Christian herself and her father is a Muslim in Hindu guise. What will a Hindu say? When Congress government came to power, Hindu name Nissan was given. 2024 BJP ❤"
1053,0,Save n justice  for HINDUS
1054,1,I'm agree with you❤🌹 sir..and .im also a manipuri so i know🥺 how much pain we feel😢
